EARTH     X     T^0
  9.998292878132052e-1,   6.283075850445700e+0,   1.753485171504320e+0
  8.352579567413532e-3,   1.256615170089140e+1,   1.710344404581755e+0
  5.611445335147702e-3,   0.000000000000000e+0,   0.000000000000000e+0
  1.046664295571584e-4,   1.884922755133710e+1,   1.667225416769560e+0
  3.110842534677257e-5,   8.399684731856620e+1,   6.687513390250617e-1
  2.552413503549605e-5,   5.296909721118001e-1,   5.830637358412967e-1
  2.137207845780597e-5,   1.577343543433898e+0,   1.092330954010728e+0
  1.680240182950585e-5,   6.279552690823898e+0,   4.955366134987287e-1
  1.679012370795440e-5,  -6.286599010067498e+0,   1.301712152781747e-1
  1.445526946777139e-5,  -2.352866153505900e+0,   2.810441206687894e+0
  1.091038246183765e-5,   5.223693906222100e+0,   3.689845786119088e+0
  9.344399733931942e-6,   1.203646072877960e+1,   6.073934645672404e+0
  8.993182910652047e-6,   1.021328554738550e+1,   3.175705249068542e+0
  7.346610905565182e-6,  -3.981490189893000e-1,   1.928205236713984e+0
  6.844146703034532e-6,   5.753384878333899e+0,   1.306964099750335e+0
  6.815396474414221e-6,  -4.705732307011800e+0,   4.064956095912756e+0
  6.112787253052525e-6,   6.812766822557500e+0,   5.384788425457915e+0
  5.665546034116008e-6,   1.059381944223600e+0,   2.152484672246261e+0
  5.469839049385764e-6,   1.414349524432530e+1,   1.461440311133865e+0
  5.412193480191921e-6,  -7.755226100719987e-1,   5.496401454340061e+0
  5.205264083477033e-6,   7.860419393879599e+0,   4.432944696115865e+0
  4.521963430705843e-6,  -6.256777527155805e+0,   5.003760782273886e+0
  4.518120711238598e-6,   5.884926831456400e+0,   6.087604012291224e+0
  4.497426764084579e-6,   6.309374173735591e+0,   5.369129144266144e+0
  4.062190566959198e-6,   6.681224869435000e+0,   5.436473303367020e-1
  2.561581447554686e-6,   7.099330490125908e-1,   1.454740653245063e+0
  2.558950271318862e-6,   1.216800268190210e+1,   2.265471086404414e+0
  2.279109618501453e-6,  -7.058598460517704e+0,   5.043743998364846e+0
  2.259282939682589e-6,   4.694002934110300e+0,   3.272430985331315e+0
  2.149759935454587e-6,   1.150676975666780e+1,   4.502237496845863e+0
  2.090948029240843e-6,   1.179062909081940e+1,   5.852052276255655e+0
  2.000176345459957e-6,   1.778984560711350e+1,   4.072093298513447e+0
  1.818630667105082e-6,  -6.283008715021398e+0,   5.908794977834916e+0
  1.818601377529039e-6,   6.283142985869998e+0,   6.274174354554148e+0
