MOON     X     T^0
  2.560241101399880e-3,   8.399684731856620e+1,   3.810343992621775e+0
  2.108394826911197e-4,   7.099330490125908e-1,   4.596333292298305e+0
  7.067182039769576e-5,   1.672837615881198e+2,   6.165899876708750e+0
  4.168387484123862e-5,   1.185621865187881e+1,   5.193657430011157e+0
  2.149040489483707e-5,  -7.143069561767480e+1,   2.837120775241323e+0
  1.554197785179279e-5,   1.561374759852536e+2,   5.568536565298386e+0
  5.099485485221218e-6,  -8.467247584405040e+1,   5.545496455931191e-1
  5.069709538395041e-6,   2.394243902548072e+2,   1.640907117685614e+0
  4.104902700315033e-6,   7.771377146812050e+1,   3.872818121489297e+0
  4.002657169885230e-6,   9.027992316901189e+1,   6.256294749508591e-1
  2.896805593230493e-6,   2.505706758576734e+2,   2.238270467931677e+0
  2.005036939071632e-6,   9.514313292143241e+1,   1.266127825438933e+0
  1.774753615579698e-6,   1.813929450232450e+1,   5.150577656450452e+0
  1.515813937187827e-6,  -6.514761976722910e+1,   2.794839869105029e+0
  1.139445502831568e-6,   6.283075850445700e+0,   4.895104998482394e+0
  1.030833760997044e-6,   6.993008899458289e+0,   4.553235374005128e+0
  9.970415771920394e-7,  -8.257698122054101e+1,   5.383233022258081e+0
  7.546119253385045e-7,   1.498544001348079e+2,   5.611743155269094e+0
  5.952105834013052e-7,   1.610006857376741e+2,   6.209141635124576e+0
  5.070524733003748e-7,  -5.573142801433107e+0,   1.664317419744839e+0
  4.962252331052115e-7,   3.227113045243608e+2,   3.996463060701416e+0
  4.803082499532155e-7,   7.285056171569997e+1,   3.212949171116039e+0
  4.686549252057309e-7,   9.723862754494179e+1,   6.093962235804955e+0
  4.406186361261380e-7,   1.735668374385655e+2,   2.981182314650363e+0
  4.108912763961566e-7,   1.617106187866867e+2,   5.867219217366392e+0
  3.706137878963042e-7,  -1.385561574496791e+0,   2.910095386060484e+0
  3.611143045577205e-7,   2.331413144043615e+2,   1.683987899229082e+0
  2.623422366738006e-7,   1.693792562116292e+2,   1.569031771226522e+0
  2.211904899089313e-7,   7.075506709219059e+1,   4.668282110548635e+0
  1.415584863530324e-7,  -1.679593901136040e+2,   4.482289409640785e+0
  1.401107983355729e-7,   3.338575901272270e+2,   4.593826509976029e+0
  1.374948430401874e-7,   8.956999011999930e+1,   9.674136862138800e-1
  1.311207818876963e-7,   2.282781046519410e+2,   1.043543550018796e+0
  1.163757074171270e-7,   1.624205518356993e+2,   2.383765067849055e+0
  1.035698187588353e-7,   3.115650189214946e+2,   3.399099541253733e+0
  1.020776854301689e-7,   1.784300471909860e+2,   3.621677149265351e+0
  9.701217009216760e-8,   1.395171327538819e+1,   5.969022312892385e-1
  9.075731476918175e-8,   7.842370451713309e+1,   3.511663258663445e+0
  8.843767124315241e-8,  -8.397383534231201e+1,   1.421107016721525e+0
  8.842442810134642e-8,   8.401985929482039e+1,   5.900206073907487e+0
  7.584729998723300e-8,   1.014262087718781e+2,   1.222986623048136e+0
  7.422151767964421e-8,  -5.886454391678340e+1,   2.751917017434566e+0
