MARS     X     T^0
  1.517699365841228e+0,   3.340612434717500e+0,   6.204056950536962e+0
  1.950294310792148e-1,   0.000000000000000e+0,   3.141592653589793e+0
  7.070918375904930e-2,   6.681224869435000e+0,   2.587501662286780e-1
  4.941966808064869e-3,   1.002183730415250e+1,   5.967612841507624e-1
  4.093821245637375e-4,   1.336244973887000e+1,   9.348264044154568e-1
  2.072875507847670e-4,   3.337089275095700e+0,   1.804455833648930e+0
  2.070317491934880e-4,  -3.344135594339299e+0,   5.104282376653408e+0
  1.352823147601915e-4,   5.296909721118001e-1,   6.301180706511277e-1
  1.137040520386970e-4,   1.059381944223600e+0,   4.832669280533939e+0
  8.225978200331440e-5,   2.281230490493900e+0,   1.868455471104250e+0
  7.178588130785686e-5,  -3.340595084744400e+0,   2.429572271608478e+0
  7.178546338156948e-5,   3.340629784690599e+0,   5.412908049193724e+0
  5.468782099698619e-5,   2.942463415728200e+0,   1.133216733826472e+0
  5.276614037230245e-5,   6.151533897323199e+0,   2.331508459827884e+0
  4.937519266486321e-5,   5.621842925211400e+0,   4.432431158703881e+0
  4.816963704063021e-5,  -3.738761453706800e+0,   4.432203436552241e+0
  3.729883269401696e-5,  -3.981490189893000e-1,   5.069213100212025e+0
  3.725806601428624e-5,   1.670306217358750e+1,   1.272918711615333e+0
  3.637072461287302e-5,  -7.962980379786000e-1,   1.691359047071259e-1
  2.397848891842717e-5,  -3.149164191484500e+0,   5.647582385914131e+0
  2.368488219948879e-5,   2.544314396738899e+0,   2.968343506466383e+0
  2.286114770355568e-5,  -3.340545299293200e+0,   4.600168246777045e+0
  2.286083299358875e-5,   3.340679570141800e+0,   1.300305398124721e+0
  2.274620252443322e-5,   3.532060677950500e+0,   2.357057065019385e+0
  2.240818631858852e-5,   8.962455359928899e+0,   4.822244527335783e+0
  2.182267543597403e-5,   6.283075850445700e+0,   1.696557713819172e+0
  1.946036644473368e-5,   6.677701709813199e+0,   2.140954527594108e+0
  1.926601022040979e-5,  -6.684748029056802e+0,   4.764040314465298e+0
  1.677927855599587e-5,   5.884926831456400e+0,   3.144389059767590e+0
  1.630557520035530e-5,  -4.136910472696101e+0,   6.041887494143332e+0
